,regYear,regMonth,popularity,province,model
26,2018,3,289,内蒙古,61e73e32ad101892
27,2018,4,294,内蒙古,61e73e32ad101892
24,2018,1,1337,内蒙古,63065128401bb3ff
25,2018,2,1550,内蒙古,63065128401bb3ff
26,2018,3,1350,内蒙古,63065128401bb3ff
27,2018,4,1376,内蒙古,63065128401bb3ff
24,2018,1,764,内蒙古,6858d6dfe680bdf7
25,2018,2,849,内蒙古,6858d6dfe680bdf7
26,2018,3,509,内蒙古,6858d6dfe680bdf7
27,2018,4,480,内蒙古,6858d6dfe680bdf7
24,2018,1,556,内蒙古,7023efdab9cedc03
25,2018,2,578,内蒙古,7023efdab9cedc03
26,2018,3,537,内蒙古,7023efdab9cedc03
27,2018,4,529,内蒙古,7023efdab9cedc03
24,2018,1,1194,内蒙古,7245e0ee27b195cd
25,2018,2,1170,内蒙古,7245e0ee27b195cd
26,2018,3,1242,内蒙古,7245e0ee27b195cd
27,2018,4,1275,内蒙古,7245e0ee27b195cd
24,2018,1,1980,内蒙古,79de4e4b24c35b04
25,2018,2,2381,内蒙古,79de4e4b24c35b04
26,2018,3,1504,内蒙古,79de4e4b24c35b04
27,2018,4,1480,内蒙古,79de4e4b24c35b04
24,2018,1,357,内蒙古,7a7885e2d7c00bcf
25,2018,2,510,内蒙古,7a7885e2d7c00bcf
26,2018,3,475,内蒙古,7a7885e2d7c00bcf
27,2018,4,470,内蒙古,7a7885e2d7c00bcf
24,2018,1,139,内蒙古,7aab7fca2470987e
25,2018,2,149,内蒙古,7aab7fca2470987e
26,2018,3,148,内蒙古,7aab7fca2470987e
27,2018,4,145,内蒙古,7aab7fca2470987e
24,2018,1,954,内蒙古,7cf283430b3b5e38
25,2018,2,1087,内蒙古,7cf283430b3b5e38
26,2018,3,989,内蒙古,7cf283430b3b5e38
27,2018,4,988,内蒙古,7cf283430b3b5e38
24,2018,1,696,内蒙古,8c915fe4632fb9fa
25,2018,2,757,内蒙古,8c915fe4632fb9fa
26,2018,3,700,内蒙古,8c915fe4632fb9fa
27,2018,4,701,内蒙古,8c915fe4632fb9fa
24,2018,1,67,内蒙古,936168bd4850913d
25,2018,2,-2,内蒙古,936168bd4850913d
26,2018,3,31,内蒙古,936168bd4850913d
27,2018,4,28,内蒙古,936168bd4850913d
24,2018,1,992,内蒙古,97f15de12cfabbd5
25,2018,2,1148,内蒙古,97f15de12cfabbd5
26,2018,3,960,内蒙古,97f15de12cfabbd5
27,2018,4,962,内蒙古,97f15de12cfabbd5
24,2018,1,169,内蒙古,9c1c7ee8ebdda299
25,2018,2,157,内蒙古,9c1c7ee8ebdda299
26,2018,3,183,内蒙古,9c1c7ee8ebdda299
27,2018,4,177,内蒙古,9c1c7ee8ebdda299
24,2018,1,753,内蒙古,a207df29ec9583f0
25,2018,2,854,内蒙古,a207df29ec9583f0
26,2018,3,871,内蒙古,a207df29ec9583f0
27,2018,4,889,内蒙古,a207df29ec9583f0
24,2018,1,364,内蒙古,a28bb927b6fcb33c
25,2018,2,352,内蒙古,a28bb927b6fcb33c
26,2018,3,316,内蒙古,a28bb927b6fcb33c
27,2018,4,316,内蒙古,a28bb927b6fcb33c
24,2018,1,107,内蒙古,a432c483b5beb856
25,2018,2,117,内蒙古,a432c483b5beb856
26,2018,3,94,内蒙古,a432c483b5beb856
27,2018,4,92,内蒙古,a432c483b5beb856
24,2018,1,434,内蒙古,a9a43d1a7ecbe75d
25,2018,2,459,内蒙古,a9a43d1a7ecbe75d
26,2018,3,687,内蒙古,a9a43d1a7ecbe75d
27,2018,4,708,内蒙古,a9a43d1a7ecbe75d
24,2018,1,1227,内蒙古,af6f4f548684e14d
25,2018,2,1417,内蒙古,af6f4f548684e14d
26,2018,3,993,内蒙古,af6f4f548684e14d
27,2018,4,976,内蒙古,af6f4f548684e14d
24,2018,1,1393,内蒙古,b25c4e2e3856af22
25,2018,2,1683,内蒙古,b25c4e2e3856af22
26,2018,3,1154,内蒙古,b25c4e2e3856af22
27,2018,4,1142,内蒙古,b25c4e2e3856af22
24,2018,1,1645,内蒙古,b4be3a4917289c82
25,2018,2,1648,内蒙古,b4be3a4917289c82
26,2018,3,1504,内蒙古,b4be3a4917289c82
27,2018,4,1497,内蒙古,b4be3a4917289c82
24,2018,1,1662,内蒙古,bb9fbec9a2833839
25,2018,2,1611,内蒙古,bb9fbec9a2833839
26,2018,3,1355,内蒙古,bb9fbec9a2833839
27,2018,4,1372,内蒙古,bb9fbec9a2833839
24,2018,1,694,内蒙古,c06a2a387c0ee510
25,2018,2,682,内蒙古,c06a2a387c0ee510
26,2018,3,648,内蒙古,c06a2a387c0ee510
27,2018,4,657,内蒙古,c06a2a387c0ee510
24,2018,1,428,内蒙古,c6833cb891626c17
25,2018,2,494,内蒙古,c6833cb891626c17
26,2018,3,380,内蒙古,c6833cb891626c17
27,2018,4,353,内蒙古,c6833cb891626c17
24,2018,1,198,内蒙古,c6cd4e0e073f5ac2
25,2018,2,230,内蒙古,c6cd4e0e073f5ac2
26,2018,3,166,内蒙古,c6cd4e0e073f5ac2
27,2018,4,146,内蒙古,c6cd4e0e073f5ac2
24,2018,1,1083,内蒙古,cc21c7e91a3b5a0c
25,2018,2,1284,内蒙古,cc21c7e91a3b5a0c
26,2018,3,1129,内蒙古,cc21c7e91a3b5a0c
27,2018,4,1106,内蒙古,cc21c7e91a3b5a0c
24,2018,1,431,内蒙古,cd5841d44fd7625e
25,2018,2,552,内蒙古,cd5841d44fd7625e
26,2018,3,481,内蒙古,cd5841d44fd7625e
27,2018,4,477,内蒙古,cd5841d44fd7625e
24,2018,1,372,内蒙古,d0f245b8781e3631
25,2018,2,372,内蒙古,d0f245b8781e3631
26,2018,3,385,内蒙古,d0f245b8781e3631
27,2018,4,372,内蒙古,d0f245b8781e3631
24,2018,1,628,内蒙古,d4efbebb087fd03f
25,2018,2,700,内蒙古,d4efbebb087fd03f
26,2018,3,1135,内蒙古,d4efbebb087fd03f
27,2018,4,1099,内蒙古,d4efbebb087fd03f
24,2018,1,2534,内蒙古,da457d15788fe8ee
25,2018,2,2540,内蒙古,da457d15788fe8ee
26,2018,3,2067,内蒙古,da457d15788fe8ee
27,2018,4,2040,内蒙古,da457d15788fe8ee
24,2018,1,141,内蒙古,dff803b4024d261d
25,2018,2,158,内蒙古,dff803b4024d261d
26,2018,3,171,内蒙古,dff803b4024d261d
27,2018,4,177,内蒙古,dff803b4024d261d
24,2018,1,726,内蒙古,ea489c253676aafc
25,2018,2,643,内蒙古,ea489c253676aafc
26,2018,3,660,内蒙古,ea489c253676aafc
27,2018,4,661,内蒙古,ea489c253676aafc
24,2018,1,2661,内蒙古,ef76a85c4b39f693
25,2018,2,3008,内蒙古,ef76a85c4b39f693
26,2018,3,2330,内蒙古,ef76a85c4b39f693
27,2018,4,2307,内蒙古,ef76a85c4b39f693
24,2018,1,200,内蒙古,f270f6a489c6a9d7
25,2018,2,241,内蒙古,f270f6a489c6a9d7
26,2018,3,168,内蒙古,f270f6a489c6a9d7
27,2018,4,171,内蒙古,f270f6a489c6a9d7
24,2018,1,1175,内蒙古,f5d69960089c3614
25,2018,2,1185,内蒙古,f5d69960089c3614
26,2018,3,1095,内蒙古,f5d69960089c3614
27,2018,4,1104,内蒙古,f5d69960089c3614
24,2018,1,953,内蒙古,f8a6975573af1b33
25,2018,2,1151,内蒙古,f8a6975573af1b33
26,2018,3,637,内蒙古,f8a6975573af1b33
27,2018,4,620,内蒙古,f8a6975573af1b33
24,2018,1,923,内蒙古,fc32b1a017b34efe
25,2018,2,1047,内蒙古,fc32b1a017b34efe
26,2018,3,786,内蒙古,fc32b1a017b34efe
27,2018,4,759,内蒙古,fc32b1a017b34efe
24,2018,1,990,内蒙古,fde95ea242abd896
25,2018,2,1090,内蒙古,fde95ea242abd896
26,2018,3,710,内蒙古,fde95ea242abd896
27,2018,4,667,内蒙古,fde95ea242abd896
24,2018,1,3903,内蒙古,feabbf46658382b9
25,2018,2,4259,内蒙古,feabbf46658382b9
26,2018,3,3185,内蒙古,feabbf46658382b9
27,2018,4,3082,内蒙古,feabbf46658382b9
24,2018,1,807,北京,02aab221aabc03b9
25,2018,2,901,北京,02aab221aabc03b9
26,2018,3,710,北京,02aab221aabc03b9
27,2018,4,714,北京,02aab221aabc03b9
24,2018,1,602,北京,04e66e578f653ab9
25,2018,2,754,北京,04e66e578f653ab9
26,2018,3,1216,北京,04e66e578f653ab9
27,2018,4,1151,北京,04e66e578f653ab9
24,2018,1,897,北京,06880909932890ca
25,2018,2,1291,北京,06880909932890ca
26,2018,3,725,北京,06880909932890ca
27,2018,4,679,北京,06880909932890ca
24,2018,1,1340,北京,0797526c057dcf5b
25,2018,2,1790,北京,0797526c057dcf5b
26,2018,3,943,北京,0797526c057dcf5b
27,2018,4,925,北京,0797526c057dcf5b
24,2018,1,1087,北京,12f8b7e14947c34d
25,2018,2,1829,北京,12f8b7e14947c34d
26,2018,3,1351,北京,12f8b7e14947c34d
27,2018,4,1320,北京,12f8b7e14947c34d
24,2018,1,2102,北京,17363f08d683d52b
25,2018,2,2789,北京,17363f08d683d52b
26,2018,3,1178,北京,17363f08d683d52b
27,2018,4,1055,北京,17363f08d683d52b
24,2018,1,4888,北京,17bc272c93f19d56
25,2018,2,7209,北京,17bc272c93f19d56
26,2018,3,2444,北京,17bc272c93f19d56
27,2018,4,2167,北京,17bc272c93f19d56
24,2018,1,1894,北京,212083a9246d2fd3
25,2018,2,2626,北京,212083a9246d2fd3
26,2018,3,1222,北京,212083a9246d2fd3
27,2018,4,1107,北京,212083a9246d2fd3
24,2018,1,709,北京,28e29f2c03dcd84c
25,2018,2,1014,北京,28e29f2c03dcd84c
26,2018,3,767,北京,28e29f2c03dcd84c
27,2018,4,762,北京,28e29f2c03dcd84c
24,2018,1,6952,北京,2a2ab41f8f6ff1cb
25,2018,2,7898,北京,2a2ab41f8f6ff1cb
26,2018,3,7853,北京,2a2ab41f8f6ff1cb
27,2018,4,7714,北京,2a2ab41f8f6ff1cb
24,2018,1,1236,北京,2d0d2c3403909fdb
25,2018,2,1950,北京,2d0d2c3403909fdb
26,2018,3,929,北京,2d0d2c3403909fdb
27,2018,4,878,北京,2d0d2c3403909fdb
24,2018,1,269,北京,346393c2c6305fb1
25,2018,2,293,北京,346393c2c6305fb1
26,2018,3,236,北京,346393c2c6305fb1
27,2018,4,222,北京,346393c2c6305fb1
24,2018,1,2068,北京,37aa9169b575ef79
25,2018,2,3049,北京,37aa9169b575ef79
26,2018,3,1798,北京,37aa9169b575ef79
27,2018,4,1742,北京,37aa9169b575ef79
24,2018,1,1849,北京,3c974920a76ac9c1
25,2018,2,2480,北京,3c974920a76ac9c1
26,2018,3,874,北京,3c974920a76ac9c1
27,2018,4,773,北京,3c974920a76ac9c1
24,2018,1,2855,北京,3d7554f1f56dd664
25,2018,2,4080,北京,3d7554f1f56dd664
26,2018,3,2031,北京,3d7554f1f56dd664
27,2018,4,2029,北京,3d7554f1f56dd664
24,2018,1,1142,北京,3e21824be728cbec
25,2018,2,1542,北京,3e21824be728cbec
26,2018,3,731,北京,3e21824be728cbec
27,2018,4,667,北京,3e21824be728cbec
24,2018,1,3374,北京,4a103c30d593fbbe
25,2018,2,4943,北京,4a103c30d593fbbe
26,2018,3,3449,北京,4a103c30d593fbbe
27,2018,4,3370,北京,4a103c30d593fbbe
24,2018,1,720,北京,4f79773e600518a6
25,2018,2,1047,北京,4f79773e600518a6
26,2018,3,319,北京,4f79773e600518a6
27,2018,4,259,北京,4f79773e600518a6
24,2018,1,3253,北京,54fc07138d70374c
25,2018,2,4655,北京,54fc07138d70374c
26,2018,3,2181,北京,54fc07138d70374c
27,2018,4,2143,北京,54fc07138d70374c
24,2018,1,122,北京,5b1c11c3efed5312
25,2018,2,401,北京,5b1c11c3efed5312
26,2018,3,-58,北京,5b1c11c3efed5312
27,2018,4,-151,北京,5b1c11c3efed5312
24,2018,1,1704,北京,5d7fb682edd0f937
25,2018,2,2148,北京,5d7fb682edd0f937
26,2018,3,1950,北京,5d7fb682edd0f937
27,2018,4,1964,北京,5d7fb682edd0f937
24,2018,1,5034,北京,6155b214590c66e6
25,2018,2,7185,北京,6155b214590c66e6
26,2018,3,4833,北京,6155b214590c66e6
27,2018,4,4652,北京,6155b214590c66e6
24,2018,1,734,北京,61e73e32ad101892
25,2018,2,1016,北京,61e73e32ad101892
26,2018,3,629,北京,61e73e32ad101892
27,2018,4,628,北京,61e73e32ad101892
24,2018,1,3381,北京,63065128401bb3ff
25,2018,2,4323,北京,63065128401bb3ff
26,2018,3,2529,北京,63065128401bb3ff
27,2018,4,2510,北京,63065128401bb3ff
24,2018,1,3263,北京,6858d6dfe680bdf7
25,2018,2,4713,北京,6858d6dfe680bdf7
26,2018,3,2195,北京,6858d6dfe680bdf7
27,2018,4,2134,北京,6858d6dfe680bdf7
24,2018,1,1795,北京,7023efdab9cedc03
25,2018,2,2215,北京,7023efdab9cedc03
26,2018,3,1484,北京,7023efdab9cedc03
27,2018,4,1440,北京,7023efdab9cedc03
24,2018,1,1886,北京,7245e0ee27b195cd
25,2018,2,2329,北京,7245e0ee27b195cd
26,2018,3,1823,北京,7245e0ee27b195cd
27,2018,4,1834,北京,7245e0ee27b195cd
24,2018,1,7167,北京,79de4e4b24c35b04
25,2018,2,9962,北京,79de4e4b24c35b04
26,2018,3,3928,北京,79de4e4b24c35b04
27,2018,4,3647,北京,79de4e4b24c35b04
24,2018,1,921,北京,7a7885e2d7c00bcf
25,2018,2,1456,北京,7a7885e2d7c00bcf
26,2018,3,942,北京,7a7885e2d7c00bcf
27,2018,4,907,北京,7a7885e2d7c00bcf
24,2018,1,487,北京,7aab7fca2470987e
25,2018,2,597,北京,7aab7fca2470987e
26,2018,3,491,北京,7aab7fca2470987e
27,2018,4,486,北京,7aab7fca2470987e
24,2018,1,2639,北京,7cf283430b3b5e38
25,2018,2,3571,北京,7cf283430b3b5e38
26,2018,3,2180,北京,7cf283430b3b5e38
27,2018,4,2118,北京,7cf283430b3b5e38
24,2018,1,1334,北京,8c915fe4632fb9fa
25,2018,2,1852,北京,8c915fe4632fb9fa
26,2018,3,1063,北京,8c915fe4632fb9fa
27,2018,4,1015,北京,8c915fe4632fb9fa
24,2018,1,114,北京,936168bd4850913d
25,2018,2,200,北京,936168bd4850913d
26,2018,3,183,北京,936168bd4850913d
27,2018,4,171,北京,936168bd4850913d
24,2018,1,2185,北京,97f15de12cfabbd5
25,2018,2,3051,北京,97f15de12cfabbd5
26,2018,3,1792,北京,97f15de12cfabbd5
27,2018,4,1794,北京,97f15de12cfabbd5
24,2018,1,152,北京,9c1c7ee8ebdda299
25,2018,2,360,北京,9c1c7ee8ebdda299
26,2018,3,278,北京,9c1c7ee8ebdda299
27,2018,4,239,北京,9c1c7ee8ebdda299
24,2018,1,3179,北京,a207df29ec9583f0
25,2018,2,4032,北京,a207df29ec9583f0
26,2018,3,3517,北京,a207df29ec9583f0
27,2018,4,3560,北京,a207df29ec9583f0
24,2018,1,707,北京,a28bb927b6fcb33c
25,2018,2,937,北京,a28bb927b6fcb33c
26,2018,3,485,北京,a28bb927b6fcb33c
27,2018,4,476,北京,a28bb927b6fcb33c
24,2018,1,312,北京,a432c483b5beb856
25,2018,2,448,北京,a432c483b5beb856
26,2018,3,207,北京,a432c483b5beb856
27,2018,4,195,北京,a432c483b5beb856
24,2018,1,908,北京,a9a43d1a7ecbe75d
25,2018,2,1030,北京,a9a43d1a7ecbe75d
26,2018,3,1221,北京,a9a43d1a7ecbe75d
27,2018,4,1261,北京,a9a43d1a7ecbe75d
24,2018,1,3768,北京,af6f4f548684e14d
25,2018,2,5237,北京,af6f4f548684e14d
26,2018,3,2828,北京,af6f4f548684e14d
27,2018,4,2798,北京,af6f4f548684e14d
24,2018,1,4040,北京,b25c4e2e3856af22
25,2018,2,6261,北京,b25c4e2e3856af22
26,2018,3,3574,北京,b25c4e2e3856af22
27,2018,4,3478,北京,b25c4e2e3856af22
24,2018,1,4881,北京,b4be3a4917289c82
25,2018,2,6885,北京,b4be3a4917289c82
26,2018,3,4579,北京,b4be3a4917289c82
27,2018,4,4453,北京,b4be3a4917289c82
24,2018,1,3769,北京,bb9fbec9a2833839
25,2018,2,5084,北京,bb9fbec9a2833839
26,2018,3,3055,北京,bb9fbec9a2833839
27,2018,4,3028,北京,bb9fbec9a2833839
24,2018,1,2500,北京,c06a2a387c0ee510
25,2018,2,3034,北京,c06a2a387c0ee510
26,2018,3,2486,北京,c06a2a387c0ee510
27,2018,4,2512,北京,c06a2a387c0ee510
24,2018,1,1072,北京,c6833cb891626c17
25,2018,2,1404,北京,c6833cb891626c17
26,2018,3,714,北京,c6833cb891626c17
27,2018,4,660,北京,c6833cb891626c17
24,2018,1,455,北京,c6cd4e0e073f5ac2
25,2018,2,699,北京,c6cd4e0e073f5ac2
26,2018,3,286,北京,c6cd4e0e073f5ac2
27,2018,4,235,北京,c6cd4e0e073f5ac2
24,2018,1,1828,北京,cc21c7e91a3b5a0c
25,2018,2,2626,北京,cc21c7e91a3b5a0c
26,2018,3,1341,北京,cc21c7e91a3b5a0c
27,2018,4,1321,北京,cc21c7e91a3b5a0c
24,2018,1,925,北京,cd5841d44fd7625e
25,2018,2,1384,北京,cd5841d44fd7625e
26,2018,3,904,北京,cd5841d44fd7625e
27,2018,4,870,北京,cd5841d44fd7625e
24,2018,1,437,北京,d0f245b8781e3631
25,2018,2,519,北京,d0f245b8781e3631
26,2018,3,819,北京,d0f245b8781e3631
27,2018,4,556,北京,d0f245b8781e3631
24,2018,1,1108,北京,d4efbebb087fd03f
25,2018,2,1377,北京,d4efbebb087fd03f
26,2018,3,2308,北京,d4efbebb087fd03f
27,2018,4,2242,北京,d4efbebb087fd03f
24,2018,1,6939,北京,da457d15788fe8ee
25,2018,2,8870,北京,da457d15788fe8ee
26,2018,3,5957,北京,da457d15788fe8ee
27,2018,4,5910,北京,da457d15788fe8ee
24,2018,1,651,北京,dff803b4024d261d
25,2018,2,779,北京,dff803b4024d261d
26,2018,3,732,北京,dff803b4024d261d
27,2018,4,741,北京,dff803b4024d261d
24,2018,1,1264,北京,ea489c253676aafc
25,2018,2,1806,北京,ea489c253676aafc
26,2018,3,1262,北京,ea489c253676aafc
27,2018,4,1208,北京,ea489c253676aafc
24,2018,1,7262,北京,ef76a85c4b39f693
25,2018,2,9835,北京,ef76a85c4b39f693
26,2018,3,5680,北京,ef76a85c4b39f693
27,2018,4,5480,北京,ef76a85c4b39f693
24,2018,1,1736,北京,f270f6a489c6a9d7
25,2018,2,1939,北京,f270f6a489c6a9d7
26,2018,3,1852,北京,f270f6a489c6a9d7
27,2018,4,1875,北京,f270f6a489c6a9d7
24,2018,1,4107,北京,f5d69960089c3614
25,2018,2,4739,北京,f5d69960089c3614
26,2018,3,3825,北京,f5d69960089c3614
27,2018,4,3837,北京,f5d69960089c3614
24,2018,1,3058,北京,f8a6975573af1b33
25,2018,2,4066,北京,f8a6975573af1b33
26,2018,3,1379,北京,f8a6975573af1b33
27,2018,4,1316,北京,f8a6975573af1b33
24,2018,1,1412,北京,fc32b1a017b34efe
25,2018,2,2100,北京,fc32b1a017b34efe
26,2018,3,817,北京,fc32b1a017b34efe
27,2018,4,643,北京,fc32b1a017b34efe
24,2018,1,2295,北京,fde95ea242abd896
25,2018,2,3238,北京,fde95ea242abd896
26,2018,3,881,北京,fde95ea242abd896
27,2018,4,830,北京,fde95ea242abd896
24,2018,1,7318,北京,feabbf46658382b9
25,2018,2,10100,北京,feabbf46658382b9
26,2018,3,4737,北京,feabbf46658382b9
27,2018,4,4577,北京,feabbf46658382b9
24,2018,1,2178,四川,02aab221aabc03b9
25,2018,2,2767,四川,02aab221aabc03b9
26,2018,3,1998,四川,02aab221aabc03b9
27,2018,4,2086,四川,02aab221aabc03b9
24,2018,1,1303,四川,04e66e578f653ab9
25,2018,2,1058,四川,04e66e578f653ab9
26,2018,3,1501,四川,04e66e578f653ab9
27,2018,4,1461,四川,04e66e578f653ab9
24,2018,1,1803,四川,06880909932890ca
25,2018,2,2567,四川,06880909932890ca
26,2018,3,561,四川,06880909932890ca
27,2018,4,476,四川,06880909932890ca
24,2018,1,2398,四川,0797526c057dcf5b
25,2018,2,3194,四川,0797526c057dcf5b
26,2018,3,1038,四川,0797526c057dcf5b
27,2018,4,988,四川,0797526c057dcf5b
24,2018,1,2074,四川,12f8b7e14947c34d
25,2018,2,3235,四川,12f8b7e14947c34d
26,2018,3,1598,四川,12f8b7e14947c34d
27,2018,4,1504,四川,12f8b7e14947c34d
24,2018,1,3949,四川,17363f08d683d52b
25,2018,2,5186,四川,17363f08d683d52b
26,2018,3,796,四川,17363f08d683d52b
27,2018,4,566,四川,17363f08d683d52b
24,2018,1,9320,四川,17bc272c93f19d56
25,2018,2,14054,四川,17bc272c93f19d56
26,2018,3,2280,四川,17bc272c93f19d56
27,2018,4,2187,四川,17bc272c93f19d56
24,2018,1,5097,四川,212083a9246d2fd3
25,2018,2,6490,四川,212083a9246d2fd3
26,2018,3,2007,四川,212083a9246d2fd3
27,2018,4,1809,四川,212083a9246d2fd3
24,2018,1,1454,四川,28e29f2c03dcd84c
25,2018,2,1985,四川,28e29f2c03dcd84c
26,2018,3,862,四川,28e29f2c03dcd84c
27,2018,4,838,四川,28e29f2c03dcd84c
24,2018,1,28049,四川,2a2ab41f8f6ff1cb
25,2018,2,23571,四川,2a2ab41f8f6ff1cb
26,2018,3,13585,四川,2a2ab41f8f6ff1cb
27,2018,4,13462,四川,2a2ab41f8f6ff1cb
24,2018,1,2362,四川,2d0d2c3403909fdb
25,2018,2,3562,四川,2d0d2c3403909fdb
26,2018,3,804,四川,2d0d2c3403909fdb
27,2018,4,678,四川,2d0d2c3403909fdb
24,2018,1,422,四川,346393c2c6305fb1
25,2018,2,435,四川,346393c2c6305fb1
26,2018,3,182,四川,346393c2c6305fb1
27,2018,4,163,四川,346393c2c6305fb1
24,2018,1,4248,四川,37aa9169b575ef79
25,2018,2,5903,四川,37aa9169b575ef79
26,2018,3,2703,四川,37aa9169b575ef79
27,2018,4,2652,四川,37aa9169b575ef79
24,2018,1,3034,四川,3c974920a76ac9c1
25,2018,2,4007,四川,3c974920a76ac9c1
26,2018,3,482,四川,3c974920a76ac9c1
27,2018,4,279,四川,3c974920a76ac9c1
24,2018,1,4648,四川,3d7554f1f56dd664
25,2018,2,6647,四川,3d7554f1f56dd664
26,2018,3,2123,四川,3d7554f1f56dd664
27,2018,4,1940,四川,3d7554f1f56dd664
24,2018,1,2365,四川,3e21824be728cbec
25,2018,2,3168,四川,3e21824be728cbec
26,2018,3,968,四川,3e21824be728cbec
27,2018,4,908,四川,3e21824be728cbec
24,2018,1,5661,四川,4a103c30d593fbbe
25,2018,2,8193,四川,4a103c30d593fbbe
26,2018,3,3638,四川,4a103c30d593fbbe
27,2018,4,3471,四川,4a103c30d593fbbe
24,2018,1,1499,四川,4f79773e600518a6
25,2018,2,2111,四川,4f79773e600518a6
26,2018,3,122,四川,4f79773e600518a6
27,2018,4,9,四川,4f79773e600518a6
24,2018,1,5511,四川,54fc07138d70374c
25,2018,2,7562,四川,54fc07138d70374c
26,2018,3,1747,四川,54fc07138d70374c
27,2018,4,1666,四川,54fc07138d70374c
24,2018,1,1173,四川,5b1c11c3efed5312
25,2018,2,1736,四川,5b1c11c3efed5312
26,2018,3,76,四川,5b1c11c3efed5312
27,2018,4,-26,四川,5b1c11c3efed5312
24,2018,1,2243,四川,5d7fb682edd0f937
25,2018,2,2787,四川,5d7fb682edd0f937
26,2018,3,1902,四川,5d7fb682edd0f937
27,2018,4,1930,四川,5d7fb682edd0f937
24,2018,1,9379,四川,6155b214590c66e6
25,2018,2,12284,四川,6155b214590c66e6
26,2018,3,5463,四川,6155b214590c66e6
27,2018,4,5287,四川,6155b214590c66e6
24,2018,1,1105,四川,61e73e32ad101892
25,2018,2,1540,四川,61e73e32ad101892
26,2018,3,583,四川,61e73e32ad101892
27,2018,4,558,四川,61e73e32ad101892
24,2018,1,6499,四川,63065128401bb3ff
25,2018,2,8299,四川,63065128401bb3ff
26,2018,3,3587,四川,63065128401bb3ff
27,2018,4,3464,四川,63065128401bb3ff
24,2018,1,5702,四川,6858d6dfe680bdf7
25,2018,2,7570,四川,6858d6dfe680bdf7
26,2018,3,2428,四川,6858d6dfe680bdf7
27,2018,4,2299,四川,6858d6dfe680bdf7
24,2018,1,2795,四川,7023efdab9cedc03
25,2018,2,3262,四川,7023efdab9cedc03
26,2018,3,1340,四川,7023efdab9cedc03
27,2018,4,1248,四川,7023efdab9cedc03
24,2018,1,3915,四川,7245e0ee27b195cd
25,2018,2,4495,四川,7245e0ee27b195cd
26,2018,3,2768,四川,7245e0ee27b195cd
27,2018,4,2811,四川,7245e0ee27b195cd
24,2018,1,13542,四川,79de4e4b24c35b04
25,2018,2,19115,四川,79de4e4b24c35b04
26,2018,3,2740,四川,79de4e4b24c35b04
27,2018,4,2366,四川,79de4e4b24c35b04
24,2018,1,1438,四川,7a7885e2d7c00bcf
25,2018,2,2262,四川,7a7885e2d7c00bcf
26,2018,3,977,四川,7a7885e2d7c00bcf
27,2018,4,936,四川,7a7885e2d7c00bcf
24,2018,1,425,四川,7aab7fca2470987e
25,2018,2,574,四川,7aab7fca2470987e
26,2018,3,107,四川,7aab7fca2470987e
27,2018,4,90,四川,7aab7fca2470987e
24,2018,1,4743,四川,7cf283430b3b5e38
25,2018,2,6252,四川,7cf283430b3b5e38
26,2018,3,2787,四川,7cf283430b3b5e38
27,2018,4,2601,四川,7cf283430b3b5e38
24,2018,1,3004,四川,8c915fe4632fb9fa
25,2018,2,3943,四川,8c915fe4632fb9fa
26,2018,3,1915,四川,8c915fe4632fb9fa
27,2018,4,1866,四川,8c915fe4632fb9fa
24,2018,1,543,四川,936168bd4850913d
25,2018,2,879,四川,936168bd4850913d
26,2018,3,445,四川,936168bd4850913d
27,2018,4,442,四川,936168bd4850913d
24,2018,1,3004,四川,97f15de12cfabbd5
25,2018,2,4281,四川,97f15de12cfabbd5
26,2018,3,1106,四川,97f15de12cfabbd5
27,2018,4,1017,四川,97f15de12cfabbd5
24,2018,1,761,四川,9c1c7ee8ebdda299
25,2018,2,1195,四川,9c1c7ee8ebdda299
26,2018,3,472,四川,9c1c7ee8ebdda299
27,2018,4,413,四川,9c1c7ee8ebdda299
24,2018,1,3196,四川,a207df29ec9583f0
25,2018,2,4201,四川,a207df29ec9583f0
26,2018,3,2475,四川,a207df29ec9583f0
27,2018,4,2457,四川,a207df29ec9583f0
24,2018,1,1285,四川,a28bb927b6fcb33c
25,2018,2,1719,四川,a28bb927b6fcb33c
26,2018,3,475,四川,a28bb927b6fcb33c
27,2018,4,419,四川,a28bb927b6fcb33c
24,2018,1,786,四川,a432c483b5beb856
25,2018,2,1088,四川,a432c483b5beb856
26,2018,3,206,四川,a432c483b5beb856
27,2018,4,160,四川,a432c483b5beb856
24,2018,1,1239,四川,a9a43d1a7ecbe75d
25,2018,2,1354,四川,a9a43d1a7ecbe75d
26,2018,3,1612,四川,a9a43d1a7ecbe75d
27,2018,4,1666,四川,a9a43d1a7ecbe75d
24,2018,1,6186,四川,af6f4f548684e14d
25,2018,2,7180,四川,af6f4f548684e14d
26,2018,3,2858,四川,af6f4f548684e14d
27,2018,4,2714,四川,af6f4f548684e14d
24,2018,1,6498,四川,b25c4e2e3856af22
25,2018,2,9383,四川,b25c4e2e3856af22
26,2018,3,3582,四川,b25c4e2e3856af22
27,2018,4,3523,四川,b25c4e2e3856af22
24,2018,1,9168,四川,b4be3a4917289c82
25,2018,2,12683,四川,b4be3a4917289c82
26,2018,3,5651,四川,b4be3a4917289c82
27,2018,4,5527,四川,b4be3a4917289c82
